0140001000  main
014001D0AF  loc_14001D0AF
014001D0CF  loc_14001D0CF
014001D124  loc_14001D124
014001D12E  loc_14001D12E
014001D14C  _chsize_s
014001D17F  loc_14001D17F
014001D1EB  loc_14001D1EB
014001D224  loc_14001D224
014001D22C  loc_14001D22C
014001D246  loc_14001D246
014001D252  loc_14001D252
014001D25D  loc_14001D25D
014001D288  loc_14001D288
014001D29D  algn_14001D29D
014001D2A0  _chsize
014001D2B5  algn_14001D2B5
014001D2B8  _setmode_nolock
014001D335  loc_14001D335
014001D34D  loc_14001D34D
014001D355  loc_14001D355
014001D365  loc_14001D365
014001D371  loc_14001D371
014001D380  loc_14001D380
014001D386  algn_14001D386
014001D388  _get_fmode_0
014001D3B8  loc_14001D3B8
014001D3C2  loc_14001D3C2
014001D3C7  algn_14001D3C7
014001D3C8  __initconin
014001D403  algn_14001D403
014001D404  __initconout
014001D43F  algn_14001D43F
014001D440  __termcon
014001D45D  loc_14001D45D
014001D476  loc_14001D476
014001D47B  algn_14001D47B
014001D47C  _tolower_l
014001D4C1  loc_14001D4C1
014001D4CF  loc_14001D4CF
014001D4E3  loc_14001D4E3
014001D4F6  loc_14001D4F6
014001D4FD  loc_14001D4FD
014001D541  loc_14001D541
014001D561  loc_14001D561
014001D5CB  loc_14001D5CB
014001D5DE  loc_14001D5DE
014001D5EC  algn_14001D5EC
014001D5F0  __intel_new_proc_init
014001D620  unknown_libname_18
014001D63E  loc_14001D63E
014001D668  loc_14001D668
014001D670  loc_14001D670
014001D695  loc_14001D695
014001D6BC  loc_14001D6BC
014001D6C7  loc_14001D6C7
014001D6F0  nullsub_3
014001D700  movemask_cmpeq_loop
014001D704  loc_14001D704
014001D730  sub_14001D730
014001D740  loc_14001D740
014001D750  j_memmove
014001D780  unknown_libname_20
014001D790  loc_14001D790
014001D7A0  sub_14001D7A0
014001D7D0  intel_cpuid
014001D828  loc_14001D828
014001D843  loc_14001D843
014001D867  loc_14001D867
014001D869  loc_14001D869
014001D898  loc_14001D898
014001D8B8  loc_14001D8B8
014001D8C9  loc_14001D8C9
014001D8D6  loc_14001D8D6
014001D8E3  loc_14001D8E3
014001D8F4  loc_14001D8F4
014001D930  loc_14001D930
014001D950  loc_14001D950
014001D960  loc_14001D960
014001D980  loc_14001D980
014001D989  loc_14001D989
014001D9A7  loc_14001D9A7
014001D9B9  loc_14001D9B9
014001D9DF  loc_14001D9DF
014001D9FD  loc_14001D9FD
014001DA1C  loc_14001DA1C
014001DA33  loc_14001DA33
014001DA54  loc_14001DA54
014001DA6D  loc_14001DA6D
014001DA90  jpt_14001D9B5
014001DAD0  jpt_14001D973
014001E090  nullsub_4
014001E0AC  loc_14001E0AC
014001E0C9  loc_14001E0C9
014001E0F0  loc_14001E0F0
014001E0FE  loc_14001E0FE
014001E10C  loc_14001E10C
014001E11A  loc_14001E11A
014001E128  loc_14001E128
014001E136  loc_14001E136
014001E144  loc_14001E144
014001E14C  loc_14001E14C
014001E154  loc_14001E154
014001E15C  loc_14001E15C
014001E164  loc_14001E164
014001E16C  loc_14001E16C
014001E174  loc_14001E174
014001E17C  loc_14001E17C
014001E184  loc_14001E184
014001E18C  loc_14001E18C
014001E194  loc_14001E194
014001E19C  loc_14001E19C
014001E1A4  loc_14001E1A4
014001E1AC  loc_14001E1AC
014001E1B4  loc_14001E1B4
014001E1BC  loc_14001E1BC
014001E1C4  locret_14001E1C4
014001E1C5  loc_14001E1C5
014001E1D3  loc_14001E1D3
014001E1E1  loc_14001E1E1
014001E1EF  loc_14001E1EF
014001E1FD  loc_14001E1FD
014001E20B  loc_14001E20B
014001E219  loc_14001E219
014001E227  loc_14001E227
014001E22F  loc_14001E22F
014001E237  loc_14001E237
014001E23F  loc_14001E23F
014001E247  loc_14001E247
014001E24F  loc_14001E24F
014001E257  loc_14001E257
014001E25F  loc_14001E25F
014001E267  loc_14001E267
014001E26F  loc_14001E26F
014001E277  loc_14001E277
014001E27F  loc_14001E27F
014001E287  loc_14001E287
014001E28F  loc_14001E28F
014001E297  loc_14001E297
014001E29F  loc_14001E29F
014001E2A8  loc_14001E2A8
014001E2B6  loc_14001E2B6
014001E2C4  loc_14001E2C4
014001E2D2  loc_14001E2D2
014001E2E0  loc_14001E2E0
014001E2EE  loc_14001E2EE
014001E2FC  loc_14001E2FC
014001E30A  loc_14001E30A
014001E312  loc_14001E312
014001E31A  loc_14001E31A
014001E322  loc_14001E322
014001E32A  loc_14001E32A
014001E332  loc_14001E332
014001E33A  loc_14001E33A
014001E342  loc_14001E342
014001E34A  loc_14001E34A
014001E352  loc_14001E352
014001E35A  loc_14001E35A
014001E362  loc_14001E362
014001E36A  loc_14001E36A
014001E372  loc_14001E372
014001E37A  loc_14001E37A
014001E382  loc_14001E382
014001E38D  loc_14001E38D
014001E39B  loc_14001E39B
014001E3A9  loc_14001E3A9
014001E3B7  loc_14001E3B7
014001E3C5  loc_14001E3C5
014001E3D3  loc_14001E3D3
014001E3E1  loc_14001E3E1
014001E3EF  loc_14001E3EF
014001E3F7  loc_14001E3F7
014001E3FF  loc_14001E3FF
014001E407  loc_14001E407
014001E40F  loc_14001E40F
014001E417  loc_14001E417
014001E41F  loc_14001E41F
014001E427  loc_14001E427
014001E42F  loc_14001E42F
014001E437  loc_14001E437
014001E43F  loc_14001E43F
014001E447  loc_14001E447
014001E44F  loc_14001E44F
014001E457  loc_14001E457
014001E45F  loc_14001E45F
014001E467  loc_14001E467
014001E47A  loc_14001E47A
014001E488  loc_14001E488
014001E496  loc_14001E496
014001E4A4  loc_14001E4A4
014001E4B2  loc_14001E4B2
014001E4C0  loc_14001E4C0
014001E4CE  loc_14001E4CE
014001E4DC  loc_14001E4DC
014001E4E4  loc_14001E4E4
014001E4EC  loc_14001E4EC
014001E4F4  loc_14001E4F4
014001E4FC  loc_14001E4FC
014001E504  loc_14001E504
014001E50C  loc_14001E50C
014001E514  loc_14001E514
014001E51C  loc_14001E51C
014001E524  loc_14001E524
014001E52C  loc_14001E52C
014001E534  loc_14001E534
014001E53C  loc_14001E53C
014001E544  loc_14001E544
014001E54C  loc_14001E54C
014001E554  loc_14001E554
014001E55D  loc_14001E55D
014001E56B  loc_14001E56B
014001E579  loc_14001E579
014001E587  loc_14001E587
014001E595  loc_14001E595
014001E5A3  loc_14001E5A3
014001E5B1  loc_14001E5B1
014001E5BF  loc_14001E5BF
014001E5C7  loc_14001E5C7
014001E5CF  loc_14001E5CF
014001E5D7  loc_14001E5D7
014001E5DF  loc_14001E5DF
014001E5E7  loc_14001E5E7
014001E5EF  loc_14001E5EF
014001E5F7  loc_14001E5F7
014001E5FF  loc_14001E5FF
014001E607  loc_14001E607
014001E60F  loc_14001E60F
014001E617  loc_14001E617
014001E61F  loc_14001E61F
014001E627  loc_14001E627
014001E62F  loc_14001E62F
014001E637  loc_14001E637
014001E648  loc_14001E648
014001E656  loc_14001E656
014001E664  loc_14001E664
014001E672  loc_14001E672
014001E680  loc_14001E680
014001E68E  loc_14001E68E
014001E69C  loc_14001E69C
014001E6AA  loc_14001E6AA
014001E6B2  loc_14001E6B2
014001E6BA  loc_14001E6BA
014001E6C2  loc_14001E6C2
014001E6CA  loc_14001E6CA
014001E6D2  loc_14001E6D2
014001E6DA  loc_14001E6DA
014001E6E2  loc_14001E6E2
014001E6EA  loc_14001E6EA
014001E6F2  loc_14001E6F2
014001E6FA  loc_14001E6FA
014001E702  loc_14001E702
014001E70A  loc_14001E70A
014001E712  loc_14001E712
014001E71A  loc_14001E71A
014001E722  loc_14001E722
014001E735  loc_14001E735
014001E743  loc_14001E743
014001E751  loc_14001E751
014001E75F  loc_14001E75F
014001E76D  loc_14001E76D
014001E77B  loc_14001E77B
014001E789  loc_14001E789
014001E797  loc_14001E797
014001E79F  loc_14001E79F
014001E7A7  loc_14001E7A7
014001E7AF  loc_14001E7AF
014001E7B7  loc_14001E7B7
014001E7BF  loc_14001E7BF
014001E7C7  loc_14001E7C7
014001E7CF  loc_14001E7CF
014001E7D7  loc_14001E7D7
014001E7DF  loc_14001E7DF
014001E7E7  loc_14001E7E7
014001E7EF  loc_14001E7EF
014001E7F7  loc_14001E7F7
014001E7FF  loc_14001E7FF
014001E807  loc_14001E807
014001E80F  loc_14001E80F
014001E830  loc_14001E830
014001E84A  loc_14001E84A
014001E8B0  jpt_14001E89E
014001E960  loc_14001E960
014001E9B0  loc_14001E9B0
014001EA00  loc_14001EA00
014001EA50  loc_14001EA50
014001EAA0  loc_14001EAA0
014001EAF0  loc_14001EAF0
014001EB40  loc_14001EB40
014001EB90  loc_14001EB90
014001EBE0  loc_14001EBE0
014001EC30  loc_14001EC30
014001EC80  loc_14001EC80
014001ECD0  loc_14001ECD0
014001ED20  loc_14001ED20
014001ED70  loc_14001ED70
014001EDC0  loc_14001EDC0
014001EE09  loc_14001EE09
014001EE20  loc_14001EE20
014001EE90  loc_14001EE90
014001EF10  loc_14001EF10
014001EF40  loc_14001EF40
014001EF90  loc_14001EF90
014001EFB0  loc_14001EFB0
014001F020  jpt_14001EE83
014001F068  loc_14001F068
014001F072  loc_14001F072
014001F07C  loc_14001F07C
014001F086  loc_14001F086
014001F090  loc_14001F090
014001F09A  loc_14001F09A
014001F0A4  loc_14001F0A4
014001F0AE  loc_14001F0AE
014001F0B8  loc_14001F0B8
014001F0C9  loc_14001F0C9
014001F100  loc_14001F100
014001F112  loc_14001F112
014001F124  loc_14001F124
014001F136  loc_14001F136
014001F140  loc_14001F140
014001F171  loc_14001F171
014001F18B  loc_14001F18B
014001F1A3  loc_14001F1A3
014001F1C0  loc_14001F1C0
014001F1DD  loc_14001F1DD
014001F1F1  loc_14001F1F1
014001F210  loc_14001F210
014001F28D  loc_14001F28D
014001F2A0  loc_14001F2A0
014001F303  loc_14001F303
014001F320  loc_14001F320
014001F32E  loc_14001F32E
014001F33C  loc_14001F33C
014001F344  loc_14001F344
014001F34C  loc_14001F34C
014001F354  loc_14001F354
014001F35C  loc_14001F35C
014001F364  loc_14001F364
014001F36C  loc_14001F36C
014001F374  loc_14001F374
014001F37C  loc_14001F37C
014001F384  loc_14001F384
014001F38C  loc_14001F38C
014001F394  loc_14001F394
014001F39C  loc_14001F39C
014001F3A4  loc_14001F3A4
014001F3AC  loc_14001F3AC
014001F3B4  loc_14001F3B4
014001F3BA  locret_14001F3BA
014001F3BB  loc_14001F3BB
014001F3C9  loc_14001F3C9
014001F3D7  loc_14001F3D7
014001F3DF  loc_14001F3DF
014001F3E7  loc_14001F3E7
014001F3EF  loc_14001F3EF
014001F3F7  loc_14001F3F7
014001F3FF  loc_14001F3FF
014001F407  loc_14001F407
014001F40F  loc_14001F40F
014001F417  loc_14001F417
014001F41F  loc_14001F41F
014001F427  loc_14001F427
014001F42F  loc_14001F42F
014001F437  loc_14001F437
014001F43F  loc_14001F43F
014001F447  loc_14001F447
014001F44F  loc_14001F44F
014001F457  loc_14001F457
014001F45E  loc_14001F45E
014001F46C  loc_14001F46C
014001F47A  loc_14001F47A
014001F482  loc_14001F482
014001F48A  loc_14001F48A
014001F492  loc_14001F492
014001F49A  loc_14001F49A
014001F4A2  loc_14001F4A2
014001F4AA  loc_14001F4AA
014001F4B2  loc_14001F4B2
014001F4BA  loc_14001F4BA
014001F4C2  loc_14001F4C2
014001F4CA  loc_14001F4CA
014001F4D2  loc_14001F4D2
014001F4DA  loc_14001F4DA
014001F4E2  loc_14001F4E2
014001F4EA  loc_14001F4EA
014001F4F2  loc_14001F4F2
014001F4FA  loc_14001F4FA
014001F503  loc_14001F503
014001F511  loc_14001F511
014001F51F  loc_14001F51F
014001F527  loc_14001F527
014001F52F  loc_14001F52F
014001F537  loc_14001F537
014001F53F  loc_14001F53F
014001F547  loc_14001F547
014001F54F  loc_14001F54F
014001F557  loc_14001F557
014001F55F  loc_14001F55F
014001F567  loc_14001F567
014001F56F  loc_14001F56F
014001F577  loc_14001F577
014001F57F  loc_14001F57F
014001F587  loc_14001F587
014001F58F  loc_14001F58F
014001F597  loc_14001F597
014001F59F  loc_14001F59F
014001F5B0  loc_14001F5B0
014001F5BE  loc_14001F5BE
014001F5CC  loc_14001F5CC
014001F5D4  loc_14001F5D4
014001F5DC  loc_14001F5DC
014001F5E4  loc_14001F5E4
014001F5EC  loc_14001F5EC
014001F5F4  loc_14001F5F4
014001F5FC  loc_14001F5FC
014001F604  loc_14001F604
014001F60C  loc_14001F60C
014001F614  loc_14001F614
014001F61C  loc_14001F61C
014001F624  loc_14001F624
014001F62C  loc_14001F62C
014001F634  loc_14001F634
014001F63C  loc_14001F63C
014001F644  loc_14001F644
014001F64C  loc_14001F64C
014001F653  loc_14001F653
014001F661  loc_14001F661
014001F66F  loc_14001F66F
014001F677  loc_14001F677
014001F67F  loc_14001F67F
014001F687  loc_14001F687
014001F68F  loc_14001F68F
014001F697  loc_14001F697
014001F69F  loc_14001F69F
014001F6A7  loc_14001F6A7
014001F6AF  loc_14001F6AF
014001F6B7  loc_14001F6B7
014001F6BF  loc_14001F6BF
014001F6C7  loc_14001F6C7
014001F6CF  loc_14001F6CF
014001F6D7  loc_14001F6D7
014001F6DF  loc_14001F6DF
014001F6E7  loc_14001F6E7
014001F6EF  loc_14001F6EF
014001F6FE  loc_14001F6FE
014001F70C  loc_14001F70C
014001F71A  loc_14001F71A
014001F722  loc_14001F722
014001F72A  loc_14001F72A
014001F732  loc_14001F732
014001F73A  loc_14001F73A
014001F742  loc_14001F742
014001F74A  loc_14001F74A
014001F752  loc_14001F752
014001F75A  loc_14001F75A
014001F762  loc_14001F762
014001F76A  loc_14001F76A
014001F772  loc_14001F772
014001F77A  loc_14001F77A
014001F782  loc_14001F782
014001F78A  loc_14001F78A
014001F792  loc_14001F792
014001F79A  loc_14001F79A
014001F7AB  loc_14001F7AB
014001F7B9  loc_14001F7B9
014001F7C7  loc_14001F7C7
014001F7CF  loc_14001F7CF
014001F7D7  loc_14001F7D7
014001F7DF  loc_14001F7DF
014001F7E7  loc_14001F7E7
014001F7EF  loc_14001F7EF
014001F7F7  loc_14001F7F7
014001F7FF  loc_14001F7FF
014001F807  loc_14001F807
014001F80F  loc_14001F80F
014001F817  loc_14001F817
014001F81F  loc_14001F81F
014001F827  loc_14001F827
014001F82F  loc_14001F82F
014001F837  loc_14001F837
014001F83F  loc_14001F83F
014001F847  loc_14001F847
014001F860  jpt_14001F187
014001FD20  loc_14001FD20
014001FD2C  loc_14001FD2C
014001FD4C  loc_14001FD4C
014001FD67  locret_14001FD67
014001FD70  loc_14001FD70
014001FDA0  loc_14001FDA0
014001FDA3  loc_14001FDA3
014001FDA5  loc_14001FDA5
014001FDA8  loc_14001FDA8
014001FDAD  loc_14001FDAD
014001FDB0  loc_14001FDB0
014001FDB6  loc_14001FDB6
014001FDB9  loc_14001FDB9
014001FDD0  jpt_14001FD91
014001FE10  jpt_14001FD63
0140020250  loc_140020250
0140020257  loc_140020257
014002025B  loc_14002025B
014002025F  loc_14002025F
0140020263  loc_140020263
0140020267  loc_140020267
014002026B  loc_14002026B
014002026F  loc_14002026F
0140020273  loc_140020273
0140020277  loc_140020277
014002027B  loc_14002027B
014002027F  loc_14002027F
0140020283  loc_140020283
0140020287  loc_140020287
014002028B  loc_14002028B
014002028F  loc_14002028F
0140020293  loc_140020293
0140020297  loc_140020297
014002029B  loc_14002029B
014002029F  loc_14002029F
01400202A3  loc_1400202A3
01400202A7  loc_1400202A7
01400202AB  loc_1400202AB
01400202AF  loc_1400202AF
01400202B3  loc_1400202B3
01400202B7  loc_1400202B7
01400202BB  loc_1400202BB
01400202BF  loc_1400202BF
01400202C3  loc_1400202C3
01400202C7  loc_1400202C7
01400202CB  loc_1400202CB
01400202CF  loc_1400202CF
01400202D3  loc_1400202D3
01400202D7  locret_1400202D7
01400202D8  loc_1400202D8
01400202DF  loc_1400202DF
01400202E3  loc_1400202E3
01400202E7  loc_1400202E7
01400202EB  loc_1400202EB
01400202EF  loc_1400202EF
01400202F3  loc_1400202F3
01400202F7  loc_1400202F7
01400202FB  loc_1400202FB
01400202FF  loc_1400202FF
0140020303  loc_140020303
0140020307  loc_140020307
014002030B  loc_14002030B
014002030F  loc_14002030F
0140020313  loc_140020313
0140020317  loc_140020317
014002031B  loc_14002031B
0140020320  loc_140020320
0140020327  loc_140020327
014002032B  loc_14002032B
014002032F  loc_14002032F
0140020333  loc_140020333
0140020337  loc_140020337
014002033B  loc_14002033B
014002033F  loc_14002033F
0140020343  loc_140020343
0140020347  loc_140020347
014002034B  loc_14002034B
014002034F  loc_14002034F
0140020353  loc_140020353
0140020357  loc_140020357
014002035B  loc_14002035B
014002035F  loc_14002035F
0140020363  loc_140020363
014002036B  loc_14002036B
0140020372  loc_140020372
0140020376  loc_140020376
014002037A  loc_14002037A
014002037E  loc_14002037E
0140020382  loc_140020382
0140020386  loc_140020386
014002038A  loc_14002038A
014002038E  loc_14002038E
0140020392  loc_140020392
0140020396  loc_140020396
014002039A  loc_14002039A
014002039E  loc_14002039E
01400203A2  loc_1400203A2
01400203A6  loc_1400203A6
01400203AA  loc_1400203AA
01400203AE  loc_1400203AE
01400203B2  loc_1400203B2
01400203B9  loc_1400203B9
01400203BD  loc_1400203BD
01400203C1  loc_1400203C1
01400203C5  loc_1400203C5
01400203C9  loc_1400203C9
01400203CD  loc_1400203CD
01400203D1  loc_1400203D1
01400203D5  loc_1400203D5
01400203D9  loc_1400203D9
01400203DD  loc_1400203DD
01400203E1  loc_1400203E1
01400203E5  loc_1400203E5
01400203E9  loc_1400203E9
01400203ED  loc_1400203ED
01400203F1  loc_1400203F1
01400203F5  loc_1400203F5
01400203FC  loc_1400203FC
0140020403  loc_140020403
0140020407  loc_140020407
014002040B  loc_14002040B
014002040F  loc_14002040F
0140020413  loc_140020413
0140020417  loc_140020417
014002041B  loc_14002041B
014002041F  loc_14002041F
0140020423  loc_140020423
0140020427  loc_140020427
014002042B  loc_14002042B
014002042F  loc_14002042F
0140020433  loc_140020433
0140020437  loc_140020437
014002043B  loc_14002043B
014002043F  loc_14002043F
0140020447  loc_140020447
014002044E  loc_14002044E
0140020452  loc_140020452
0140020456  loc_140020456
014002045A  loc_14002045A
014002045E  loc_14002045E
0140020462  loc_140020462
0140020466  loc_140020466
014002046A  loc_14002046A
014002046E  loc_14002046E
0140020472  loc_140020472
0140020476  loc_140020476
014002047A  loc_14002047A
014002047E  loc_14002047E
0140020482  loc_140020482
0140020486  loc_140020486
014002048A  loc_14002048A
0140020495  loc_140020495
01400204E0  jpt_1400204CD
0140020568  loc_140020568
014002056A  loc_14002056A
014002056E  loc_14002056E
0140020570  loc_140020570
0140020574  loc_140020574
0140020579  loc_140020579
014002057D  loc_14002057D
0140020583  loc_140020583
0140020587  loc_140020587
0140020590  loc_140020590
0140020594  loc_140020594
0140020599  loc_140020599
014002059D  loc_14002059D
01400205A5  loc_1400205A5
01400205A9  loc_1400205A9
01400205B2  loc_1400205B2
01400205B6  loc_1400205B6
01400205C0  loc_1400205C0
0140020610  loc_140020610
0140020618  loc_140020618
0140020620  loc_140020620
0140020628  loc_140020628
014002062D  loc_14002062D
0140020632  loc_140020632
0140020637  loc_140020637
014002063C  loc_14002063C
0140020641  loc_140020641
0140020646  loc_140020646
014002064B  loc_14002064B
0140020650  locret_140020650
0140020651  loc_140020651
0140020659  loc_140020659
0140020661  loc_140020661
0140020669  loc_140020669
0140020671  loc_140020671
0140020676  loc_140020676
014002067B  loc_14002067B
0140020680  loc_140020680
0140020685  loc_140020685
014002068A  loc_14002068A
014002068F  loc_14002068F
0140020694  loc_140020694
0140020698  loc_140020698
01400206A0  loc_1400206A0
01400206A8  loc_1400206A8
01400206B0  loc_1400206B0
01400206B8  loc_1400206B8
01400206BD  loc_1400206BD
01400206C2  loc_1400206C2
01400206C7  loc_1400206C7
01400206CC  loc_1400206CC
01400206D1  loc_1400206D1
01400206D6  loc_1400206D6
01400206DB  loc_1400206DB
01400206E0  loc_1400206E0
01400206E8  loc_1400206E8
01400206F0  loc_1400206F0
01400206F8  loc_1400206F8
0140020700  loc_140020700
0140020705  loc_140020705
014002070A  loc_14002070A
014002070F  loc_14002070F
0140020714  loc_140020714
0140020719  loc_140020719
014002071E  loc_14002071E
0140020723  loc_140020723
014002072B  loc_14002072B
0140020733  loc_140020733
014002073B  loc_14002073B
0140020743  loc_140020743
014002074B  loc_14002074B
0140020750  loc_140020750
0140020755  loc_140020755
014002075A  loc_14002075A
014002075F  loc_14002075F
0140020764  loc_140020764
0140020769  loc_140020769
014002076E  loc_14002076E
0140020772  loc_140020772
014002077A  loc_14002077A
0140020782  loc_140020782
014002078A  loc_14002078A
0140020792  loc_140020792
0140020797  loc_140020797
014002079C  loc_14002079C
01400207A1  loc_1400207A1
01400207A6  loc_1400207A6
01400207AB  loc_1400207AB
01400207B0  loc_1400207B0
01400207B5  loc_1400207B5
01400207BC  loc_1400207BC
01400207C4  loc_1400207C4
01400207CC  loc_1400207CC
01400207D4  loc_1400207D4
01400207DC  loc_1400207DC
01400207E1  loc_1400207E1
01400207E6  loc_1400207E6
01400207EB  loc_1400207EB
01400207F0  loc_1400207F0
01400207F5  loc_1400207F5
01400207FA  loc_1400207FA
01400207FF  loc_1400207FF
0140020807  loc_140020807
014002080F  loc_14002080F
0140020817  loc_140020817
014002081F  loc_14002081F
0140020827  loc_140020827
014002082C  loc_14002082C
0140020831  loc_140020831
0140020836  loc_140020836
014002083B  loc_14002083B
0140020840  loc_140020840
0140020845  loc_140020845
014002084A  loc_14002084A
0140020855  loc_140020855
014002085D  loc_14002085D
0140020865  loc_140020865
014002086D  loc_14002086D
0140020875  loc_140020875
014002087A  loc_14002087A
014002087F  loc_14002087F
0140020884  loc_140020884
0140020889  loc_140020889
014002088E  loc_14002088E
0140020893  loc_140020893
0140020898  loc_140020898
014002089E  loc_14002089E
01400208A6  loc_1400208A6
01400208AE  loc_1400208AE
01400208B6  loc_1400208B6
01400208BE  loc_1400208BE
01400208C3  loc_1400208C3
01400208C8  loc_1400208C8
01400208CD  loc_1400208CD
01400208D2  loc_1400208D2
01400208D7  loc_1400208D7
01400208DC  loc_1400208DC
01400208E1  loc_1400208E1
01400208EA  loc_1400208EA
01400208F2  loc_1400208F2
01400208FA  loc_1400208FA
0140020902  loc_140020902
014002090A  loc_14002090A
014002090F  loc_14002090F
0140020914  loc_140020914
0140020919  loc_140020919
014002091E  loc_14002091E
0140020923  loc_140020923
0140020928  loc_140020928
014002092D  loc_14002092D
0140020937  loc_140020937
014002093F  loc_14002093F
0140020947  loc_140020947
014002094F  loc_14002094F
0140020957  loc_140020957
014002095C  loc_14002095C
0140020961  loc_140020961
0140020966  loc_140020966
014002096B  loc_14002096B
0140020970  loc_140020970
0140020975  loc_140020975
014002097A  loc_14002097A
0140020987  loc_140020987
014002098F  loc_14002098F
0140020997  loc_140020997
014002099F  loc_14002099F
01400209A7  loc_1400209A7
01400209AC  loc_1400209AC
01400209B1  loc_1400209B1
01400209B6  loc_1400209B6
01400209BB  loc_1400209BB
01400209C0  loc_1400209C0
01400209C5  loc_1400209C5
01400209CA  loc_1400209CA
01400209D3  loc_1400209D3
01400209DB  loc_1400209DB
01400209E3  loc_1400209E3
01400209EB  loc_1400209EB
01400209F3  loc_1400209F3
01400209F8  loc_1400209F8
01400209FD  loc_1400209FD
0140020A02  loc_140020A02
0140020A07  loc_140020A07
0140020A0C  loc_140020A0C
0140020A11  loc_140020A11
0140020A16  loc_140020A16
0140020A22  loc_140020A22
0140020A2A  loc_140020A2A
0140020A32  loc_140020A32
0140020A3A  loc_140020A3A
0140020A42  loc_140020A42
0140020A47  loc_140020A47
0140020A4C  loc_140020A4C
0140020A51  loc_140020A51
0140020A56  loc_140020A56
0140020A5B  loc_140020A5B
0140020A60  loc_140020A60
0140020A65  loc_140020A65
0140020A71  loc_140020A71
0140020A79  loc_140020A79
0140020A81  loc_140020A81
0140020A89  loc_140020A89
0140020A91  loc_140020A91
0140020A96  loc_140020A96
0140020A9B  loc_140020A9B
0140020AA0  loc_140020AA0
0140020AA5  loc_140020AA5
0140020AAA  loc_140020AAA
0140020AAF  loc_140020AAF
0140020AB4  loc_140020AB4
0140020AC3  loc_140020AC3
0140020AE0  loc_140020AE0
0140020B29  loc_140020B29
0140020B40  loc_140020B40
0140020B8F  loc_140020B8F
0140020BB0  loc_140020BB0
0140020BF0  loc_140020BF0
0140020C00  loc_140020C00
0140020C44  loc_140020C44
0140020C80  jpt_1400205D7
0140021280  sub_140021280
014002139B  loc_14002139B
01400213B4  loc_1400213B4
01400213CA  loc_1400213CA
0140021447  loc_140021447
01400214B6  loc_1400214B6
01400214D9  loc_1400214D9
014002150C  loc_14002150C
0140021524  loc_140021524
014002152D  loc_14002152D
014002154B  loc_14002154B
0140021565  loc_140021565
0140021575  loc_140021575
014002157E  loc_14002157E
0140021590  loc_140021590
014002159D  loc_14002159D
014002160F  loc_14002160F
0140021622  loc_140021622
0140021651  loc_140021651
014002165C  loc_14002165C
0140021670  unknown_libname_21
0140021696  unknown_libname_22
01400216A8  loc_1400216A8
01400216D0  loc_1400216D0
01400216DC  RtlUnwindEx
01400216E2  RtlVirtualUnwind
01400216E8  RtlLookupFunctionEntry
01400216EE  RtlPcToFileHeader
0140021710  strncpy
0140021720  copy_head_loop_begin
014002173C  strncpy_exit
0140021740  loc_140021740
0140021748  _qword_loop_entrance
0140021777  loc_140021777
014002180C  strncpy_exit_2
0140021810  filler
014002181C  aligner1
014002182B  aligned
0140021831  loop32
014002184A  tail_8_enter
014002184E  tail_8_begin
014002185D  tail_enter
0140021861  tail
014002186E  tail_finish
0140021874  _getextendedkeycode
0140021893  loc_140021893
01400218A6  loc_1400218A6
01400218B9  loc_1400218B9
01400218C5  loc_1400218C5
01400218D1  loc_1400218D1
01400218D7  loc_1400218D7
01400218EF  loc_1400218EF
01400218FC  loc_1400218FC
0140021909  loc_140021909
014002190D  loc_14002190D
0140021918  loc_140021918
014002191D  loc_14002191D
0140021920  locret_140021920
0140021924  _getch_nolock
0140021948  loc_140021948
0140021961  loc_140021961
014002196E  loc_14002196E
014002198D  loc_14002198D
01400219E7  loc_1400219E7
01400219EA  loc_1400219EA
01400219FD  loc_1400219FD
0140021A08  _getch
0140021A19  loc_140021A19
0140021A20  loc_140021A20
0140021A32  byte_140021A32
0140021A50  __alloca_probe
0140021A80  cs10
0140021A90  cs20
0140021A9E  algn_140021A9E
0140021AA0  unknown_libname_3
0140021AC5  unknown_libname_4
0140021ADD  doexit$fin$0
0140021AF9  loc_140021AF9
0140021AFF  unknown_libname_5
0140021B17  flsall$fin$0
0140021B3D  byte_140021B3D
0140021B47  flsall$fin$1
0140021B60  unknown_libname_6
0140021B78  __tmainCRTStartup$filt$0
0140021B94  unknown_libname_7
0140021BAD  unknown_libname_8
0140021BC6  unknown_libname_9
0140021BDF  byte_140021BDF
0140021BE6  unknown_libname_10
0140021BFF  unknown_libname_11
0140021C18  unknown_libname_12
0140021C2F  _mtinitlocknum$fin$0
0140021C4B  _onexit$fin$0
0140021C5F  algn_140021C5F
0140021C60  _IsNonwritableInCurrentImage$filt$0
0140021C81  raise$fin$0
0140021C97  loc_140021C97
0140021C9D  __crtInitCritSecAndSpinCount$filt$0
0140021CBF  unknown_libname_13
0140021CD6  unknown_libname_14
0140021D15  loc_140021D15
0140021D1C  loc_140021D1C
0140021D23  loc_140021D23
0140021D29  unknown_libname_15
0140021D42  _alloc_osfhnd$fin$0
0140021D5B  byte_140021D5B
0140021D62  _alloc_osfhnd$fin$1
0140021D7B  unknown_libname_16
0140021D94  unknown_libname_17
0140021DAD  algn_140021DAD
0140021DB0  sub_140021DB0
0140022000  FindFirstFileA
0140022008  FindNextFileA
0140022010  FindClose
0140022018  SetFileAttributesA
0140022020  FileTimeToDosDateTime
